Genre,Name,Platform,Publisher,Year,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank
Racing,Pac-Man World Rally,PS2,Namco Bandai Games,2006,0.01,0.02,0,0.01,0,15140
Racing,OutRun 2006: Coast 2 Coast,PS2,Sega,2006,0.01,0.05,0.01,0.02,0,13111
Racing,Formula 1 06,PS2,Sony Computer Entertainment,2006,0,0.04,0.04,0,0,13999
Racing,Hummer Badlands,PS2,Global Star,2006,0.02,0.05,0,0.02,0.01,13180
Racing,Biker Mice From Mars,PS2,Game Factory,2006,0.02,0.06,0,0.03,0.01,12409
Racing,The Fast and the Furious,PS2,Namco Bandai Games,2006,0.02,0.06,0,0.03,0.01,12631
Racing,IHRA Drag Racing: Sportsman Edition,PS2,Bethesda Softworks,2006,0.03,0.08,0,0.04,0.01,11272
Racing,TOCA Race Driver 3,PS2,Codemasters,2006,0.03,0.08,0,0.04,0.01,11321
Racing,NASCAR 07,PS2,Electronic Arts,2006,0.04,0.11,0,0.06,0.01,10012
Racing,Need for Speed Carbon,PS2,Electronic Arts,2006,0.05,1.34,0.05,1.22,0.01,1463
Racing,FlatOut 2,PS2,Empire Interactive,2006,0.06,0.16,0,0.08,0.02,8625
Racing,Driver: Parallel Lines,PS2,Atari,2006,0.1,0.28,0.03,0.12,0.03,6182
Racing,Sonic Riders,PS2,Sega,2006,0.02,0.5,0,0.42,0.07,3952
Racing,Tourist Trophy: The Real Riding Simulator,PS2,Sony Computer Entertainment,2006,0.22,0.68,0.11,0.28,0.07,3002
Racing,Midnight Club 3: DUB Edition Remix,PS2,Take-Two Interactive,2006,0.04,1.16,0,0.97,0.16,1746
Racing,Cars,PS2,THQ,2006,0.04,1.21,0,1.01,0.16,1653
Racing,Super PickUps,PS2,XS Games,2007,0.01,0.02,0,0.01,0,15315
Racing,NHRA Drag Racing: Countdown to the Championship,PS2,THQ,2007,0.01,0.04,0,0.02,0,14080
Racing,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,Sunrise Interactive,2007,0,0.02,0.02,0,0,15776
Racing,Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,Black Bean Games,2007,0.03,0.07,0,0.03,0.01,11915
Racing,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Midway Games,2007,0.03,0.07,0,0.03,0.01,11916
Racing,MotoGP 07,PS2,Capcom,2007,0.04,0.1,0,0.05,0.01,10744
Racing,Monster Jam,PS2,Activision,2007,0.09,0.24,0,0.12,0.03,6860
Racing,NASCAR 08,PS2,Electronic Arts,2007,0.09,0.24,0,0.12,0.03,6953
Racing,Cars: Mater-National Championship,PS2,THQ,2007,0.09,0.25,0,0.12,0.03,6742
Racing,Stuntman: Ignition,PS2,THQ,2007,0.1,0.27,0,0.13,0.03,6356
Racing,MX vs. ATV Untamed,PS2,THQ,2007,0.01,0.38,0,0.32,0.05,5048
Racing,Hot Wheels: Beat That!,PS2,Activision,2007,0.15,0.4,0,0.2,0.05,4837
Racing,Juiced 2: Hot Import Nights,PS2,THQ,2007,0.15,0.39,0.01,0.19,0.05,4885
Racing,SCORE International Baja 1000: The Official Game,PS2,Activision,2008,0,0.01,0,0,0,16598
Racing,SBK Superbike World Championship,PS2,Black Bean Games,2008,0.01,0.02,0,0.01,0,15973
Racing,Iridium Runners,PS2,SouthPeak Games,2008,0.01,0.02,0,0.01,0,15620
Racing,Monster Jam: Urban Assault,PS2,Activision,2008,0.05,0.13,0,0.06,0.02,9601
Racing,Ferrari Challenge Trofeo Pirelli,PS2,System 3 Arcade Software,2008,0.05,0.12,0,0.06,0.02,9766
Racing,Sonic Riders: Zero Gravity,PS2,Sega,2008,0.07,0.18,0,0.09,0.02,8177
Racing,Speed Racer: The Videogame,PS2,Warner Bros. Interactive Entertainment,2008,0.08,0.21,0,0.1,0.03,7339
Racing,Ford Racing Off Road,PS2,Xplosiv,2008,0.08,0.2,0,0.1,0.03,7637
Racing,NASCAR 09,PS2,Electronic Arts,2008,0.2,0.53,0,0.26,0.07,3777
Racing,MotoGP 08,PS2,Capcom,2008,0,0.22,0,0.01,0.21,7169
Racing,Need For Speed: Undercover,PS2,Electronic Arts,2008,0.08,1.4,0.03,0.38,0.93,1383
Racing,Short Track Racing: Trading Paint,PS2,THQ,2009,0.02,0.05,0,0.02,0.01,13453
Racing,Pimp My Ride: Street Racing,PS2,Activision,2009,0.03,0.08,0,0.04,0.01,11382
Racing,Cars: Race-O-Rama,PS2,THQ,2009,0.03,0.47,0,0.27,0.17,4210
Racing,MotorStorm: Arctic Edge,PS2,Sony Computer Entertainment,2009,0.03,0.34,0,0.07,0.25,5376
Racing,WipEout Pulse,PS2,Sony Computer Entertainment,2009,0.15,0.49,0,0,0.33,4055
Racing,WRC: FIA World Rally Championship,PS3,Black Bean Games,,0.15,0.21,0.01,0,0.05,7425
Racing,Test Drive Unlimited 2,PS3,Atari,,0.35,0.64,0.01,0.16,0.12,3143
Racing,Formula 1: Championship Edition,PS3,Sony Computer Entertainment,2006,0.57,0.61,0.04,0,0,3284
Racing,Full Auto 2: Battlelines,PS3,Sega,2006,0.02,0.18,0,0.14,0.02,8112
Racing,Need for Speed Carbon,PS3,Electronic Arts,2006,0.52,1.26,0.03,0.49,0.21,1577
Racing,Ridge Racer 7,PS3,Namco Bandai Games,2006,0.7,1.37,0.16,0.24,0.26,1416
Racing,Wangan Midnight,PS3,Genki,2007,0,0.03,0.03,0,0,14149
Racing,Cars: Mater-National Championship,PS3,THQ,2007,0.01,0.41,0,0.37,0.03,4692
Racing,NASCAR 08,PS3,Electronic Arts,2007,0.05,0.23,0,0.15,0.03,7046
Racing,Juiced 2: Hot Import Nights,PS3,THQ,2007,0.04,0.26,0.01,0.18,0.03,6521
Racing,MX vs. ATV Untamed,PS3,THQ,2007,0.06,0.46,0,0.35,0.05,4230
Racing,Stuntman: Ignition,PS3,THQ,2007,0.26,0.53,0,0.17,0.1,3806
Racing,Sega Rally Revo,PS3,Sega,2007,0.43,0.64,0,0.07,0.14,3167
Racing,DiRT,PS3,Codemasters,2007,0.67,1.06,0,0.16,0.23,1945
Racing,Initial D: Extreme Stage,PS3,Sega,2008,0,0.08,0.08,0,0,11401
Racing,SCORE International Baja 1000: The Official Game,PS3,Activision,2008,0,0.08,0,0.07,0.01,11725
Racing,Ferrari Challenge Trofeo Pirelli,PS3,System 3 Arcade Software,2008,0.03,0.04,0,0,0.01,13670
Racing,NASCAR 09,PS3,Electronic Arts,2008,0.01,0.26,0,0.22,0.02,6586
Racing,SBK Superbike World Championship,PS3,Black Bean Games,2008,0.11,0.25,0,0.12,0.02,6755
Racing,Baja: Edge of Control,PS3,THQ,2008,0.08,0.21,0,0.1,0.04,7346
Racing,MotoGP 08,PS3,Capcom,2008,0.24,0.39,0,0.07,0.08,4950
Racing,Pure,PS3,Disney Interactive Studios,2008,0.33,0.9,0,0.42,0.14,2318
Racing,GRID,PS3,Codemasters,2008,0.57,1.11,0.03,0.31,0.2,1836
Racing,MotorStorm: Pacific Rift,PS3,Sony Computer Entertainment,2008,0.67,1.37,0.02,0.43,0.26,1419
Racing,SBK09 Superbike World Championship,PS3,Black Bean Games,2009,0.01,0.02,0,0,0,15660
Racing,Ski-Doo Snowmobile Challenge,PS3,PQube,2009,0,0.1,0,0.1,0.01,10460
Racing,Superstars V8 Racing,PS3,Black Bean Games,2009,0.02,0.04,0,0,0.01,13885
Racing,SuperCar Challenge,PS3,System 3 Arcade Software,2009,0.03,0.04,0,0,0.01,13836
Racing,Cars: Race-O-Rama,PS3,THQ,2009,0.03,0.19,0,0.14,0.02,7846
Racing,WipEout HD Fury,PS3,Sony Computer Entertainment,2009,0.06,0.08,0,0,0.02,11702
Racing,Burnout Paradise: The Ultimate Box,PS3,Electronic Arts,2009,0.06,0.09,0.01,0,0.02,11095
Racing,Dreamworks Madagascar Kartz,PS3,Activision,2009,0.07,0.3,0,0.19,0.04,5940
Racing,Fuel,PS3,Codemasters,2009,0.12,0.25,0,0.08,0.05,6749
Racing,Vin Diesel: Wheelman,PS3,Ubisoft,2009,0.15,0.33,0,0.12,0.06,5530
Racing,MX vs. ATV Reflex,PS3,THQ,2009,0.26,0.91,0,0.52,0.12,2286
Racing,DiRT 2,PS3,Codemasters,2009,0.53,1.01,0,0.27,0.2,2054
Racing,Blood Drive,PS3,Activision,2010,0,0.07,0,0.07,0,11859
Racing,nail'd,PS3,Deep Silver,2010,0.02,0.12,0,0.08,0.02,9854
Racing,Monster Jam: Path of Destruction,PS3,Activision,2010,0.02,0.24,0,0.21,0.02,6784
Racing,SBK X: Superbike World Championship,PS3,Black Bean Games,2010,0.13,0.22,0,0.05,0.04,7293
Racing,MotoGP 09/10,PS3,Capcom,2010,0.13,0.22,0,0.05,0.04,7179
Racing,Split/Second,PS3,Disney Interactive Studios,2010,0.31,0.75,0.01,0.31,0.12,2755
Racing,Blur,PS3,Activision,2010,0.37,0.74,0.02,0.22,0.13,2777
Racing,ModNation Racers,PS3,Sony Computer Entertainment,2010,0.41,1.13,0.06,0.5,0.16,1804
Racing,Sonic & Sega All-Stars Racing,PS3,Sega,2010,0.46,0.98,0,0.36,0.17,2112
Racing,F1 2010,PS3,Codemasters,2010,0.76,1.35,0.08,0.25,0.27,1438
Racing,Mayhem 3D,PS3,Evolved Games,2011,0,0.06,0,0.05,0.01,12709
Racing,Jimmie Johnson's Anything With an Engine,PS3,Konami Digital Entertainment,2011,0,0.07,0,0.07,0.01,11768
Racing,NASCAR Unleashed,PS3,Activision,2011,0,0.1,0,0.09,0.01,10770
Racing,Ben 10 Galactic Racing,PS3,D3Publisher,2011,0.02,0.09,0,0.06,0.01,11017
Racing,NASCAR 2011: The Game,PS3,Activision,2011,0,0.27,0,0.25,0.02,6369
Racing,DreamWorks Super Star Kartz,PS3,Activision,2011,0.03,0.12,0,0.06,0.02,9930
Racing,SBK 2011: FIM Superbike World Championship,PS3,Black Bean Games,2011,0.1,0.14,0,0.01,0.03,9068
Racing,MotoGP 10/11,PS3,Capcom,2011,0.1,0.17,0,0.04,0.04,8222
Racing,WRC 2: FIA World Rally Championship,PS3,Ubisoft,2011,0.13,0.17,0,0,0.04,8419
Racing,MX vs. ATV: Alive,PS3,THQ,2011,0.15,0.47,0,0.24,0.07,4219
Racing,MotorStorm: Apocalypse,PS3,Sony Computer Entertainment,2011,0.2,0.49,0,0.21,0.08,4026
Racing,Cars 2,PS3,Disney Interactive Studios,2011,0.23,0.54,0,0.22,0.09,3735
Racing,Need for Speed: Shift 2 Unleashed,PS3,Electronic Arts,2011,0.36,0.69,0,0.2,0.13,2965
Racing,Driver: San Francisco,PS3,Ubisoft,2011,0.54,0.98,0.01,0.24,0.18,2119
Racing,DiRT 3,PS3,Codemasters,2011,0.59,1.08,0.01,0.27,0.21,1910
Racing,F1 2011,PS3,Codemasters,2011,0.75,1.22,0.11,0.12,0.25,1642
Racing,Test Drive: Ferrari Legends,PS3,Unknown,2012,0,0.04,0,0.04,0,13759
Racing,NASCAR The Game: Inside Line,PS3,Activision,2012,0,0.08,0,0.07,0.01,11447
Racing,Ridge Racer Unbounded,PS3,Namco Bandai Games,2012,0.1,0.18,0,0.05,0.03,8108
Racing,DiRT Showdown,PS3,Codemasters,2012,0.13,0.19,0,0.02,0.04,7737
Racing,F1 Race Stars,PS3,Codemasters,2012,0.21,0.35,0,0.06,0.08,5344
Racing,Sonic & All-Stars Racing Transformed,PS3,Sega,2012,0.33,0.54,0.01,0.08,0.11,3705
Racing,F1 2012,PS3,Codemasters,2012,0.64,1.07,0.05,0.12,0.25,1933
Racing,Ride to Hell,PS3,Deep Silver,2013,0.02,0.05,0,0.02,0.01,13372
Racing,GRID 2,PS3,Codemasters,2013,0.23,0.39,0.01,0.07,0.09,4883
Racing,F1 2013,PS3,Codemasters,2013,0.45,0.63,0.03,0.01,0.15,3190
Racing,Need for Speed Rivals,PS3,Electronic Arts,2013,0.74,1.44,0.05,0.33,0.31,1343
Racing,Winning Post 8,PS3,Tecmo Koei,2014,0,0.05,0.05,0,0,12942
Racing,NASCAR '14,PS3,Deep Silver,2014,0,0.1,0,0.09,0.01,10669
Racing,MX vs. ATV Supercross,PS3,Nordic Games,2014,0.01,0.03,0,0.02,0.01,14185
Racing,MotoGP 14,PS3,Milestone S.r.l.,2014,0.06,0.12,0,0.04,0.02,9748
Racing,GRID Autosport,PS3,Codemasters,2014,0.11,0.21,0.01,0.05,0.04,7370
Racing,F1 2014,PS3,Codemasters,2014,0.31,0.49,0.02,0.07,0.08,4067
Racing,Ride,PS3,Milestone S.r.l.,2015,0.06,0.08,0.01,0,0.01,11363
Racing,MotoGP 15,PS3,Milestone S.r.l.,2015,0.03,0.07,0.03,0,0.01,11999
Racing,MotoGP 14,PS4,Milestone S.r.l.,2014,0.11,0.18,0,0.04,0.04,8011
Racing,Trials Fusion,PS4,Ubisoft,2014,0.21,0.43,0.01,0.13,0.08,4507
Racing,The Crew,PS4,Ubisoft,2014,1.08,1.7,0.03,0.34,0.26,1051
Racing,MotoGP 15,PS4,Milestone S.r.l.,2015,0.12,0.17,0.03,0,0.02,8379
Racing,Ride,PS4,Milestone S.r.l.,2015,0.13,0.22,0.03,0.03,0.03,7311
Racing,F1 2015,PS4,Codemasters,2015,0.44,0.66,0.03,0.09,0.09,3093
Racing,Project CARS,PS4,Slightly Mad Studios,2015,0.69,1.04,0.02,0.17,0.15,2006
Racing,NASCAR Heat Evolution,PS4,Dusenberry Martin Racing,2016,0,0.03,0,0.03,0.01,14236
Racing,Assetto Corsa,PS4,505 Games,2016,0.04,0.05,0,0,0.01,13031
Racing,Sébastien Loeb Rally Evo,PS4,Milestone S.r.l,2016,0.04,0.04,0,0,0.01,13510
Racing,Valentino Rossi: The Game,PS4,Namco Bandai Games,2016,0.05,0.06,0,0.01,0.01,12404
Racing,MXGP 2,PS4,Milestone S.r.l.,2016,0.05,0.08,0,0.02,0.01,11522
Racing,F1 2016 (Codemasters),PS4,Codemasters,2016,0.21,0.27,0.01,0.01,0.04,6382
Racing,DiRT Rally,PS4,Codemasters,2016,0.24,0.32,0,0.03,0.05,5635
Racing,Ridge Racer,PSP,Sony Computer Entertainment,2004,0.45,1.41,0.32,0.36,0.28,1375
Racing,Street Supremacy,PSP,Konami Digital Entertainment,2005,0,0.03,0,0.03,0,14266
Racing,TOCA Race Driver 2: Ultimate Racing Simulator,PSP,Codemasters,2005,0.25,0.26,0,0,0,6600
Racing,Colin McRae Rally 2005 plus,PSP,Codemasters,2005,0,0.01,0.01,0,0,16445
Racing,GripShift,PSP,Ubisoft,2005,0,0.09,0,0.08,0.01,10953
Racing,WRC: FIA World Rally Championship,PSP,Sony Computer Entertainment,2005,0.01,0.04,0,0.02,0.01,13895
Racing,Pursuit Force,PSP,Sony Computer Entertainment,2005,0.01,0.17,0,0.14,0.02,8405
Racing,ATV Offroad Fury: Blazin' Trails,PSP,SouthPeak Games,2005,0,0.57,0,0.53,0.04,3510
Racing,Crash Tag Team Racing,PSP,Vivendi Games,2005,0.06,0.26,0,0.16,0.04,6476
Racing,Burnout Legends,PSP,Electronic Arts,2005,0.06,0.85,0,0.7,0.09,2444
Racing,WipEout Pure,PSP,Sony Computer Entertainment,2005,0.34,1.04,0,0.47,0.22,2013
Racing,Need for Speed Underground Rivals,PSP,Electronic Arts,2005,0.38,1.32,0.02,0.69,0.24,1485
Racing,Micro Machines V4,PSP,Codemasters,2006,0,0.02,0,0.01,0,15571
Racing,Race Driver 2006,PSP,Codemasters,2006,0,0.03,0,0.03,0,14614
Racing,MotoGP,PSP,Sony Computer Entertainment,2006,0,0.03,0,0.03,0,14168
Racing,MTX Mototrax,PSP,Activision,2006,0,0.05,0,0.04,0,13193
Racing,Pac-Man World Rally,PSP,Namco Bandai Games,2006,0,0.04,0,0.04,0,13658
Racing,Ford Bold Moves Street Racing,PSP,Xplosiv,2006,0,0.05,0,0.04,0,13396
Racing,Initial D: Street Stage,PSP,Sega,2006,0,0.1,0.1,0,0,10687
Racing,Shrek Smash n' Crash Racing,PSP,Activision,2006,0,0.09,0,0.08,0.01,11151
Racing,NASCAR,PSP,Electronic Arts,2006,0,0.1,0,0.09,0.01,10817
Racing,Rush,PSP,Midway Games,2006,0,0.12,0,0.11,0.01,9797
Racing,OutRun 2006: Coast 2 Coast,PSP,Sega,2006,0.01,0.04,0,0.03,0.01,13716
Racing,Ridge Racer 2,PSP,Sony Computer Entertainment,2006,0.03,0.1,0.07,0,0.01,10484
Racing,MX vs. ATV Unleashed: On the Edge,PSP,THQ,2006,0,0.69,0,0.64,0.05,2954
Racing,ATV Offroad Fury Pro,PSP,Sony Computer Entertainment,2006,0.04,0.46,0,0.37,0.05,4251
Racing,Juiced: Eliminator,PSP,THQ,2006,0.2,0.43,0,0.11,0.12,4567
Racing,Cars,PSP,THQ,2006,0.29,1.22,0,0.72,0.21,1643
Racing,Sonic Rivals,PSP,Sega,2006,0.42,1.44,0,0.73,0.28,1336
Racing,The Fast and the Furious,PSP,Deep Silver,2007,0,0.02,0,0.02,0,15231
Racing,Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,Black Bean Games,2007,0,0.04,0,0.03,0,13690
Racing,NHRA Drag Racing: Countdown to the Championship,PSP,THQ,2007,0,0.03,0,0.03,0,14133
Racing,Full Auto 2: Battlelines,PSP,Sega,2007,0.01,0.01,0,0,0,16309
Racing,Wangan Midnight Portable,PSP,Genki,2007,0,0.02,0.02,0,0,15003
Racing,WipEout Pulse,PSP,Sony Computer Entertainment,2007,0.12,0.32,0,0.13,0.06,5691
Racing,Burnout Dominator,PSP,Electronic Arts,2007,0.38,0.46,0.01,0.02,0.06,4292
Racing,Driver '76,PSP,Ubisoft,2007,0.14,0.25,0,0.03,0.08,6763
Racing,Sega Rally Revo,PSP,Sega,2007,0.15,0.26,0,0.03,0.08,6566
Racing,Juiced 2: Hot Import Nights,PSP,THQ,2007,0.2,0.37,0,0.06,0.11,5124
Racing,MX vs. ATV Untamed,PSP,THQ,2007,0.18,0.65,0,0.35,0.12,3125
Racing,Crazy Taxi: Fare Wars,PSP,Sega,2007,0.22,0.47,0.02,0.1,0.12,4183
Racing,Test Drive Unlimited,PSP,Atari,2007,0.28,0.51,0,0.08,0.15,3923
Racing,Sonic Rivals 2,PSP,Sega,2007,0.69,1.52,0,0.44,0.39,1231
Racing,SBK Superbike World Championship,PSP,Black Bean Games,2008,0,0.01,0,0.01,0,16493
Racing,Monster Jam: Urban Assault,PSP,Activision,2008,0,0.09,0,0.08,0.01,11227
Racing,Ford Racing Off Road,PSP,Xplosiv,2008,0.08,0.14,0,0.05,0.02,9058
Racing,FlatOut: Head On,PSP,Empire Interactive,2008,0.11,0.29,0,0.13,0.06,5991
Racing,Midnight Club: LA Remix,PSP,Take-Two Interactive,2008,0.28,0.99,0,0.52,0.19,2098
Racing,Need For Speed: Undercover,PSP,Electronic Arts,2008,0.32,0.77,0.03,0.23,0.19,2667
Racing,Need for Speed: ProStreet,PSP,Electronic Arts,2008,0.33,0.78,0.01,0.24,0.2,2651
Racing,DT Carnage,PSP,Agetec,2009,0,0.04,0,0.03,0,13951
Racing,MX vs. ATV Reflex,PSP,THQ,2009,0.03,0.24,0,0.18,0.03,6866
Racing,Cars: Race-O-Rama,PSP,THQ,2009,0.07,0.41,0,0.29,0.06,4725
Racing,DiRT 2,PSP,Sony Computer Entertainment,2009,0.16,0.33,0,0.09,0.09,5529
Racing,F1 2009,PSP,Codemasters,2009,0.29,0.53,0,0.08,0.16,3808
Racing,Need for Speed: Shift,PSP,Electronic Arts,2009,0.38,0.76,0.01,0.16,0.21,2720
Racing,MotorStorm: Arctic Edge,PSP,Sony Computer Entertainment,2009,0.58,1.04,0,0.16,0.3,2012
Racing,Monster Jam: Path of Destruction,PSP,Activision,2010,0,0.08,0,0.07,0.01,11316
Racing,Split/Second,PSP,Disney Interactive Studios,2010,0.02,0.11,0,0.07,0.02,10213
Racing,ModNation Racers,PSP,Sony Computer Entertainment,2010,0.27,0.54,0.02,0.11,0.14,3702
Racing,Cars 2,PSP,Disney Interactive Studios,2011,0.01,0.12,0,0.1,0.01,9749
Racing,F1 2011,PSV,Codemasters,2011,0.08,0.15,0.01,0.03,0.03,8940
Racing,Ridge Racer,PSV,Namco Bandai Games,2011,0.08,0.2,0.05,0.04,0.03,7667
Racing,Ben 10 Galactic Racing,PSV,D3Publisher,2012,0.02,0.05,0,0.02,0.01,13098
Racing,MotorStorm RC,PSV,Sony Computer Entertainment,2012,0.05,0.07,0,0,0.02,12213
Racing,Modnation Racers: Road Trip,PSV,Sony Computer Entertainment,2012,0.12,0.34,0,0.17,0.05,5431
Racing,Wipeout 2048,PSV,Sony Computer Entertainment,2012,0.19,0.39,0,0.14,0.06,4921
Racing,Sonic & All-Stars Racing Transformed,PSV,Sega,2012,0.25,0.48,0,0.12,0.11,4083
Racing,Need for Speed: Most Wanted,PSV,Electronic Arts,2012,0.52,1.16,0.01,0.38,0.25,1744
Racing,MotoGP 14,PSV,Milestone S.r.l.,2014,0.01,0.02,0,0,0,15585
Racing,Winning Post 8,PSV,Tecmo Koei,2014,0,0.04,0.04,0,0,13969
Racing,Tokyo Ghoul: Jail,PSV,Namco Bandai Games,2015,0,0.05,0.05,0,0,13404
Racing,Gale Racer,SAT,Sega,1994,0,0.07,0.07,0,0,11740
Racing,F1 Challenge,SAT,Sega,1994,0,0.18,0.18,0,0,8126
Racing,Daytona USA,SAT,Sega,1994,0,0.55,0.55,0,0,3638
Racing,Hang On GP,SAT,Sega,1995,0,0.07,0.07,0,0,11814
Racing,High Velocity: Mountain Racing Challenge,SAT,Atlus,1995,0,0.12,0.12,0,0,9671
Racing,Daytona USA Championship Circuit Edition,SAT,Sega,1995,0,0.14,0.14,0,0,9259
Racing,Sega Rally Championship,SAT,Sega,1995,0.16,1.16,0.77,0.21,0.02,1755
Racing,Sega Touring Car Championship,SAT,Sega,1996,0,0.11,0.11,0,0,10095
Racing,Formula One World Championship: Beyond the Limit,SCD,Sega,1994,0,0.07,0.07,0,0,11753
Racing,F-1 Grand Prix,SNES,Video System,1992,0,0.28,0.28,0,0,6228
Racing,Rock N' Roll Racing,SNES,Interplay,1993,0,0.01,0.01,0,0,16108
Racing,Stunt Race FX,SNES,Nintendo,1993,0,0.35,0.35,0,0,5293
Racing,Drift King Shutokou Battle '94,SNES,BPS,1994,0,0.2,0.2,0,0,7537
Racing,Zen-Nippon GT Senshuken,SNES,Banpresto,1995,0,0.04,0.04,0,0,13737
Racing,Zero4 Champ RR-Z,SNES,Media Rings,1995,0,0.1,0.1,0,0,10686
Racing,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,ASCII Entertainment,1996,0,0.9,0.9,0,0,2298
Racing,Ferrari: The Race Experience,Wii,System 3 Arcade Software,,0.01,0.02,0,0,0,15814
Racing,Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,Unknown,,0,0.02,0.02,0,0,15479
Racing,GT Pro Series,Wii,Ubisoft,2006,0.01,0.52,0.02,0.46,0.04,3828
Racing,Excite Truck,Wii,Nintendo,2006,0.03,0.54,0.08,0.4,0.04,3698
Racing,Cars,Wii,THQ,2006,0.04,0.94,0,0.83,0.07,2203
Racing,Monster 4X4: World Circuit,Wii,Ubisoft,2006,0,0.89,0.01,0.81,0.07,2348
Racing,Need for Speed Carbon,Wii,Electronic Arts,2006,0.66,1.29,0.02,0.46,0.15,1527
Racing,Mini Desktop Racing,Wii,Popcorn Arcade,2007,0,0.01,0,0.01,0,16576
Racing,Monster Trux Offroad,Wii,Popcorn Arcade,2007,0,0.02,0,0.01,0,15854
Racing,Myth Makers: Super Kart GP,Wii,Popcorn Arcade,2007,0,0.02,0,0.01,0,15597
Racing,Billy the Wizard: Rocket Broomstick Racing,Wii,Metro 3D,2007,0,0.05,0,0.04,0,13329
Racing,Monster Trux Arenas: Special Edition,Wii,Popcorn Arcade,2007,0,0.04,0,0.04,0,13535
Racing,Driver: Parallel Lines,Wii,Ubisoft,2007,0.01,0.03,0,0.01,0,14601
Racing,Indianapolis 500 Legends,Wii,Destineer,2007,0,0.13,0,0.12,0.01,9461
Racing,Hot Wheels: Beat That!,Wii,Activision,2007,0,0.15,0,0.13,0.01,8880
Racing,Monster Jam,Wii,Activision,2007,0,0.16,0,0.15,0.01,8503
Racing,Kawasaki Quad Bikes,Wii,Data Design Interactive,2007,0.01,0.09,0,0.07,0.01,10970
Racing,Cruis'n,Wii,Midway Games,2007,0.01,0.12,0,0.1,0.01,9899
Racing,M&M's Kart Racing,Wii,Zoo Digital Publishing,2007,0,0.23,0,0.22,0.02,7001
Racing,Cars Mater-National Championship,Wii,THQ,2007,0,0.49,0,0.46,0.04,4020
Racing,Donkey Kong Barrel Blast,Wii,Nintendo,2007,0.26,0.64,0.11,0.2,0.06,3180
Racing,Need for Speed: ProStreet,Wii,Electronic Arts,2007,0.46,1.11,0,0.54,0.12,1844
Racing,Emergency Mayhem,Wii,Codemasters,2008,0,0.02,0,0.02,0,15630
Racing,Kawasaki Jet Ski,Wii,Metro 3D,2008,0,0.02,0,0.02,0,15098
Racing,Kawasaki Snowmobiles,Wii,Metro 3D,2008,0,0.03,0,0.02,0,14838
Racing,Cocoto Kart Racer,Wii,Conspiracy Entertainment,2008,0,0.06,0,0.06,0,12458
Racing,Chrysler Classic Racing,Wii,Zoo Games,2008,0,0.06,0,0.06,0,12251
Racing,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,Wii,Takara Tomy,2008,0,0.01,0.01,0,0,16577
Racing,Zenkoku Dekotora Matsuri,Wii,Jaleco,2008,0,0.03,0.03,0,0,14104
Racing,Penny Racers Party: Turbo-Q Speedway,Wii,Takara Tomy,2008,0,0.08,0,0.07,0.01,11569
Racing,SCORE International Baja 1000: The Official Game,Wii,Activision,2008,0,0.1,0,0.09,0.01,10622
Racing,Pimp My Ride,Wii,Activision,2008,0,0.11,0,0.1,0.01,10107
Racing,Jeep Thrills,Wii,Zoo Digital Publishing,2008,0,0.19,0,0.18,0.01,7805
Racing,Nitrobike,Wii,Ubisoft,2008,0.01,0.14,0,0.11,0.01,9285
Racing,Ford Racing Off Road,Wii,Xplosiv,2008,0.4,0.48,0,0.06,0.01,4142
Racing,Bigfoot: Collision Course,Wii,Zoo Digital Publishing,2008,0,0.32,0,0.3,0.02,5607
Racing,Wacky Races: Crash & Dash,Wii,Eidos Interactive,2008,0.01,0.3,0,0.27,0.02,5877
Racing,Monster Jam: Urban Assault,Wii,Activision,2008,0,0.42,0,0.39,0.03,4646
Racing,Speed Racer: The Videogame,Wii,Warner Bros. Interactive Entertainment,2008,0.02,0.41,0,0.36,0.03,4759
Racing,MX vs. ATV Untamed,Wii,THQ,2008,0.03,0.34,0,0.29,0.03,5401
Racing,Emergency Heroes,Wii,Ubisoft,2008,0.27,0.48,0,0.15,0.06,4146
Racing,Need For Speed: Undercover,Wii,Electronic Arts,2008,0.32,0.67,0,0.27,0.07,3026
Racing,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,System 3 Arcade Software,2008,0.4,0.54,0,0.07,0.07,3700
Racing,Sonic Riders: Zero Gravity,Wii,Sega,2008,0.32,0.93,0.02,0.5,0.1,2230
Racing,Super PickUps,Wii,XS Games,2009,0,0.01,0,0.01,0,16100
Racing,Glacier2,Wii,Zoo Games,2009,0,0.04,0,0.04,0,13882
Racing,Truck Racer,Wii,Nordic Games,2009,0.01,0.02,0,0,0,15899
Racing,Kart Racer,Wii,Nordic Games,2009,0.01,0.05,0,0.03,0,13074
Racing,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,System 3 Arcade Software,2009,0.02,0.02,0,0,0,15015
